"产物中文名","产物ID","内容类型","分类证据","分类置信度","是否可食用","饥饿值","饱和度","效果","有效配方数","无效/JAR候选配方数","有效配方ID列表","未加载配方ID列表","序列化类型列表","来源模组","建议厨师档次","建议依据","T3证据","冲突说明","人工复审备注"
"Sinigang","dungeonsdelight:sinigang","DISH","cooking_device=dungeonsdelight:monster_cooking;food_component","HIGH","是","6","7.2000003","effect.dungeonsdelight.tenacity 2400tick 1级 概率1；effect.dungeonsdelight.pouncing 3600tick 1级 概率1；effect.dungeonsdelight.exudation 3600tick 2级 概率1","1","0","dungeonsdelight:monster_cooking/sinigang","","dungeonsdelight:monster_cooking","Dungeon's Delight","T2","设备或复杂度：type=dungeonsdelight:monster_cooking;kinds=5","","",""
"Slicorice","dungeonsdelight:slicorice","DISH","manual_override;可食用成品零食","HIGH","是","3","2.4","","1","0","dungeonsdelight:slicorice","","minecraft:crafting_shapeless","Dungeon's Delight","COMMON","可食用成品零食","","","边界→COMMON小吃"
"Slime Slab","dungeonsdelight:slime_bar","DISH","manual_override;可食用成品零食","HIGH","是","2","1.2","","1","0","dungeonsdelight:slime_bar_from_shapeless","","minecraft:crafting_shapeless","Dungeon's Delight","COMMON","可食用成品零食","","","边界→COMMON小吃"
"Slime Noodles","dungeonsdelight:slime_noodles","DISH","dish_token;edible=true;type=farmersdelight:cutting","HIGH","是","1","0.4","","1","0","dungeonsdelight:cutting/slime_bar","","farmersdelight:cutting","Dungeon's Delight","T2","正餐/甜点名称","","",""
"Smoked Spider Meat","dungeonsdelight:smoked_spider_meat","DISH","cooking_device=minecraft:campfire_cooking;food_component","HIGH","是","5","7","","3","0","dungeonsdelight:smoked_spider_meat_from_campfire | dungeonsdelight:smoked_spider_meat_from_smelting | dungeonsdelight:smoked_spider_meat_from_smoking","","minecraft:campfire_cooking | minecraft:smelting | minecraft:smoking","Dungeon's Delight","COMMON","基础熟食或少量常见原料/单步合成","","",""
"Raw Snifferwurst","dungeonsdelight:snifferwurst","DISH","cooking_device=farmersdelight:cooking;food_component","HIGH","是","6","7.2000003","","1","0","dungeonsdelight:cooking/snifferwurst","","farmersdelight:cooking","Dungeon's Delight","T2","设备或复杂度：type=farmersdelight:cooking;kinds=4","","",""
"Snuffledog","dungeonsdelight:snuffledog","DISH","cooking_device=farmersdelight:cooking;food_component","HIGH","是","14","28","effect.minecraft.regeneration 120tick 1级 概率1","1","0","dungeonsdelight:cooking/snuffledog","","farmersdelight:cooking","Dungeon's Delight","T2","设备或复杂度：type=farmersdelight:cooking;kinds=5","","",""
"Soaked Skewer","dungeonsdelight:soaked_skewer","DISH","dish_token;edible=true;type=dungeonsdelight:monster_cooking","HIGH","是","7","8.400001","effect.minecraft.water_breathing 2400tick 1级 概率1；effect.dungeonsdelight.decisive 2400tick 1级 概率1","1","0","dungeonsdelight:monster_cooking/soaked_skewer","","dungeonsdelight:monster_cooking","Dungeon's Delight","T2","正餐/甜点名称","","",""
"Soft Serve Sniffer Egg","dungeonsdelight:soft_serve_sniffer_egg","DISH","cooking_device=minecraft:campfire_cooking;food_component","HIGH","是","4","4.8","effect.minecraft.regeneration 100tick 1级 概率0.75","1","0","dungeonsdelight:soft_serve_sniffer_egg_from_campfire","","minecraft:campfire_cooking","Dungeon's Delight","COMMON","基础熟食或少量常见原料/单步合成","","",""
"Spider Bisque","dungeonsdelight:spider_bisque","DISH","dish_token;edible=true;type=dungeonsdelight:monster_cooking","HIGH","是","7","11.2","effect.dungeonsdelight.rotgut 2400tick 1级 概率1；effect.dungeonsdelight.pouncing 2400tick 1级 概率1","1","0","dungeonsdelight:monster_cooking/spider_bisque","","dungeonsdelight:monster_cooking","Dungeon's Delight","T2","设备或复杂度：type=dungeonsdelight:monster_cooking;kinds=3","","",""
"Spider Bubble Tea","dungeonsdelight:spider_bubble_tea","DRINK","drink_token=spider_bubble_tea","HIGH","是","0","0","","1","0","dungeonsdelight:monster_cooking/spider_bubble_tea","","dungeonsdelight:monster_cooking","Dungeon's Delight","不进入厨师","内容类型=DRINK","","",""
"Spider Donut","dungeonsdelight:spider_donut","SERVING_DISH","manual_override;无Item FOOD; javap class=SpiderDonutBlock DONUTS property getMaxServings=4; useWithoutItem→eat() FoodData.eat(3","HIGH","否","","","","1","0","dungeonsdelight:monster_cooking/spider_donut","","dungeonsdelight:monster_cooking","Dungeon's Delight","不进入厨师","无Item FOOD; javap class=SpiderDonutBlock DONUTS property getMaxServings=4; useWithoutItem→eat() FoodData.eat(3","","","是"
"Spider Extract","dungeonsdelight:spider_extract","DISH","cooking_device=dungeonsdelight:monster_cooking;food_component","HIGH","是","0","0","effect.minecraft.poison 600tick 1级 概率1","1","0","dungeonsdelight:monster_cooking/spider_extract","","dungeonsdelight:monster_cooking","Dungeon's Delight","T2","设备或复杂度：type=dungeonsdelight:monster_cooking;kinds=2","","",""
"Spider Pie","dungeonsdelight:spider_pie","SERVING_DISH","manual_override;无Item FOOD; javap class=EXPPieBlock extends vectorwing.farmersdelight.common.block.PieBlock; consumeBite+EXP; DDBlocks.SPIDER_PIE; recipe id=dungeonsdelight:spider_pie; cutting recipe→spider_pie_slice×4; 可分食PieBlock","HIGH","否","","","","1","1","dungeonsdelight:spider_pie","minecraft:spider_pie_from_slices","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","无Item FOOD; javap class=EXPPieBlock extends vectorwing.farmersdelight.common.block.PieBlock; consumeBite+EXP; DDBlocks.SPIDER_PIE; recipe id=dungeonsdelight:spider_pie; cutting recipe→spider_pie_slice×4; 可分食PieBlock","","","Dungeon's Delight;6A.3原REVIEW→SERVING_DISH; FG仅未来意图"
"Slice of Spider Pie","dungeonsdelight:spider_pie_slice","DISH","dish_token;edible=true;type=farmersdelight:cutting","HIGH","是","3","1.8000001","effect.dungeonsdelight.pouncing 600tick 2级 概率1","1","0","dungeonsdelight:cutting/spider_pie","","farmersdelight:cutting","Dungeon's Delight","T2","正餐/甜点名称","","",""
"Spider Salmagundi","dungeonsdelight:spider_salmagundi","DISH","cooking_device=dungeonsdelight:monster_cooking;food_component","HIGH","是","7","12.599999","effect.dungeonsdelight.tenacity 900tick 1级 概率1；effect.dungeonsdelight.pouncing 900tick 2级 概率1","1","0","dungeonsdelight:monster_cooking/spider_salmagundi","","dungeonsdelight:monster_cooking","Dungeon's Delight","T2","设备或复杂度：type=dungeonsdelight:monster_cooking;kinds=3","","",""
"Spider Tanghulu","dungeonsdelight:spider_tanghulu","DISH","cooking_device=dungeonsdelight:monster_cooking;food_component","HIGH","是","5","7","effect.dungeonsdelight.pouncing 6000tick 1级 概率1；effect.dungeonsdelight.decisive 2400tick 1级 概率1","1","0","dungeonsdelight:monster_cooking/spider_tanghulu","","dungeonsdelight:monster_cooking","Dungeon's Delight","T2","设备或复杂度：type=dungeonsdelight:monster_cooking;kinds=3","","",""
"Stained Lantern","dungeonsdelight:stained_lantern","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:stained_lantern","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Stained Scrap Bars","dungeonsdelight:stained_scrap_bars","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:stained_scrap_bars","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Block of Stained Scrap","dungeonsdelight:stained_scrap_block","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:stained_scrap_block","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Stained Scrap Door","dungeonsdelight:stained_scrap_door","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:stained_scrap_door","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Stained Scrap Fragment","dungeonsdelight:stained_scrap_fragment","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:stained_scrap_from_stained_scrap","","minecraft:crafting_shapeless","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Stained Scrap Grate","dungeonsdelight:stained_scrap_grate","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","1","dungeonsdelight:stained_scrap_grate","minecraft:stained_scrap_grate_from_stained_scrap_block_stonecutting","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Stained Scrap Pillar","dungeonsdelight:stained_scrap_pillar","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","1","dungeonsdelight:stained_scrap_pillar","minecraft:stained_scrap_pillar_from_stained_scrap_block_stonecutting","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Stained Scrap Trapdoor","dungeonsdelight:stained_scrap_trapdoor","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:stained_scrap_trapdoor","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Takoyaki","dungeonsdelight:takoyaki","DISH","cooking_device=dungeonsdelight:monster_cooking;food_component","HIGH","是","9","12.599999","effect.dungeonsdelight.voracity 2400tick 1级 概率1；effect.dungeonsdelight.rotgut 2400tick 1级 概率1","1","0","dungeonsdelight:monster_cooking/takoyaki","","dungeonsdelight:monster_cooking","Dungeon's Delight","T2","设备或复杂度：type=dungeonsdelight:monster_cooking;kinds=3","","",""
"Taro Milk Tea","dungeonsdelight:taro_milk_tea","DRINK","drink_token=taro_milk_tea","HIGH","是","0","0","effect.dungeonsdelight.exudation 6000tick 3级 概率1","1","0","dungeonsdelight:monster_cooking/taro_milk_tea","","dungeonsdelight:monster_cooking","Dungeon's Delight","不进入厨师","内容类型=DRINK","","",""
"Terrine Loaf","dungeonsdelight:terrine_loaf","DISH","cooking_device=dungeonsdelight:monster_cooking;food_component","HIGH","是","7","12.599999","effect.dungeonsdelight.exudation 3600tick 2级 概率1；effect.minecraft.water_breathing 1800tick 1级 概率1","1","0","dungeonsdelight:monster_cooking/terrine_loaf","","dungeonsdelight:monster_cooking","Dungeon's Delight","T2","设备或复杂度：type=dungeonsdelight:monster_cooking;kinds=4","","",""
"Trial Freakshake","dungeonsdelight:trial_freakshake","DISH","cooking_device=dungeonsdelight:monster_cooking;food_component","HIGH","是","5","2","effect.dungeonsdelight.swift_step 900tick 1级 概率1；effect.dungeonsdelight.pouncing 900tick 2级 概率1","1","0","dungeonsdelight:monster_cooking/trial_freakshake","","dungeonsdelight:monster_cooking","Dungeon's Delight","T2","设备或复杂度：type=dungeonsdelight:monster_cooking;kinds=5","","",""
"Wardenzola","dungeonsdelight:wardenzola","INGREDIENT","manual_override;仅sculk_polyp×2+milk；被polterghast_pizza使用；奶酪中间产物","HIGH","是","4","4.8","","1","0","dungeonsdelight:monster_cooking/wardenzola","","dungeonsdelight:monster_cooking","Dungeon's Delight","不进入厨师","仅sculk_polyp×2+milk；被polterghast_pizza使用；奶酪中间产物","","","6A.2驳回T3候选"
"Wardenzola Crumbles","dungeonsdelight:wardenzola_crumbles","INGREDIENT","manual_override;奶酪碎屑切割产物","HIGH","是","2","1.2","","1","0","dungeonsdelight:cutting/wardenzola","","farmersdelight:cutting","Dungeon's Delight","不进入厨师","奶酪碎屑切割产物","","","保持INGREDIENT"
"Wispy Rice Ball","dungeonsdelight:wispy_rice_ball","DISH","cooking_device=dungeonsdelight:monster_cooking;food_component","HIGH","是","7","11.2","effect.dungeonsdelight.swift_step 3600tick 1级 概率1","1","0","dungeonsdelight:monster_cooking/wispy_rice_ball","","dungeonsdelight:monster_cooking","Dungeon's Delight","T2","设备或复杂度：type=dungeonsdelight:monster_cooking;kinds=3","","",""
"Wormroot Tendrils","dungeonsdelight:wormroot_tendrils","NON_FOOD","not_edible","MEDIUM","否","","","","2","0","dungeonsdelight:wormroot_tendrils_from_wormroot_stalk | dungeonsdelight:wormroot_tendrils_from_wormroots_block","","minecraft:crafting_shapeless","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Block of Wormroots","dungeonsdelight:wormroots_block","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:wormroots_block","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Boat","dungeonsdelight:wormwood_boat","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","dungeonsdelight:wormwood_boat","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Button","dungeonsdelight:wormwood_button","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:wormwood_button","","minecraft:crafting_shapeless","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Cabinet","dungeonsdelight:wormwood_cabinet","NON_FOOD","decor_or_storage_token","HIGH","否","","","","1","0","dungeonsdelight:wormwood_cabinet","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Boat with Chest","dungeonsdelight:wormwood_chest_boat","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","dungeonsdelight:wormwood_chest_boat","","minecraft:crafting_shapeless","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Door","dungeonsdelight:wormwood_door","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:wormwood_door","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Fence","dungeonsdelight:wormwood_fence","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:wormwood_fence","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Fence Gate","dungeonsdelight:wormwood_fence_gate","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:wormwood_fence_gate","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Mosaic","dungeonsdelight:wormwood_mosaic","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","dungeonsdelight:wormwood_mosaic","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Mosaic Slab","dungeonsdelight:wormwood_mosaic_slab","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:wormwood_mosaic_slab","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Mosaic Stairs","dungeonsdelight:wormwood_mosaic_stairs","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:wormwood_mosaic_stairs","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Planks","dungeonsdelight:wormwood_planks","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:wormwood_planks_from_wormroots","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Pressure Plate","dungeonsdelight:wormwood_pressure_plate","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:wormwood_pressure_plate","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Slab","dungeonsdelight:wormwood_slab","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:wormwood_slab","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Stairs","dungeonsdelight:wormwood_stairs","NON_FOOD","non_edible_block_or_tool","HIGH","否","","","","1","0","dungeonsdelight:wormwood_stairs","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Wormwood Trapdoor","dungeonsdelight:wormwood_trapdoor","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","dungeonsdelight:wormwood_trapdoor","","minecraft:crafting_shaped","Dungeon's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Bamboo Basket","farmersdelight:bamboo_basket","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","mynethersdelight:crafting/basket_alt","","minecraft:crafting_shaped","My Nether's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Milk Bottle","farmersdelight:milk_bottle","DRINK","recipe_type=brewinandchewin:keg_pouring","HIGH","否","","","","1","0","brewinandchewin:pouring/milk_bottle","","brewinandchewin:keg_pouring","Brewin' and Chewin'","不进入厨师","内容类型=DRINK","","",""
