"itemId","档次","静态候选配方ID","设备","输出数量","整份原料成本","单件原料成本","难度系数","buff系数","common系数","建议unitWorth","runtimeStatus","runtimeVerified","staticEvidence","来源JAR","recipe JSON路径","原料选择","容器决策","证据链","风险","REVIEW原因"
"neapolitan:adzuki_curry","T2","neapolitan:adzuki_curry","工作台（无序）","1","","","1.65","REVIEW","1","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/adzuki_curry.json","neapolitan:roasted_adzuki_beans×1 + neapolitan:dried_banana×1 + minecraft:carrot×1 + minecraft:bowl×1","NONE","neapolitan:adzuki_curry <- recipe=neapolitan:adzuki_curry;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:roasted_adzuki_beans×1 + neapolitan:dried_banana×1 + minecraft:carrot×1 + minecraft:bowl×1;container=NONE -> neapolitan:roasted_adzuki_beans <- recipe=neapolitan:roasted_adzuki_beans;type=minecraft:smelting;output=1;choices=neapolitan:adzuki_beans×1;container=NONE -> neapolitan:adzuki_beans <- recipe=neapolitan:adzuki_beans_from_adzuki_crate;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:adzuki_crate×1;container=NONE -> neapolitan:adzuki_crate <- recipe=neapolitan:adzuki_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> neapolitan:dried_banana <- recipe=neapolitan:dried_banana;type=minecraft:smelting;output=1;choices=;container=NONE -> minecraft:carrot=4(已定义) -> minecraft:bowl=2(猜想)","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF"
"neapolitan:adzuki_ice_cream","T2","neapolitan:adzuki_ice_cream","工作台（无序）","1","","","1.65","REVIEW","1","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/adzuki_ice_cream.json","neapolitan:roasted_adzuki_beans×1 + minecraft:sugar×1 + minecraft:bowl×1","NONE","neapolitan:adzuki_ice_cream <- recipe=neapolitan:adzuki_ice_cream;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:roasted_adzuki_beans×1 + minecraft:sugar×1 + minecraft:bowl×1;container=NONE -> neapolitan:roasted_adzuki_beans <- recipe=neapolitan:roasted_adzuki_beans;type=minecraft:smelting;output=1;choices=neapolitan:adzuki_beans×1;container=NONE -> neapolitan:adzuki_beans <- recipe=neapolitan:adzuki_beans_from_adzuki_crate;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:adzuki_crate×1;container=NONE -> neapolitan:adzuki_crate <- recipe=neapolitan:adzuki_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:bowl=2(猜想)","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF"
"neapolitan:adzuki_stew","T2","neapolitan:adzuki_stew","工作台（无序）","1","","","1.65","REVIEW","1","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/adzuki_stew.json","neapolitan:roasted_adzuki_beans×1 + neapolitan:roasted_adzuki_beans×1 + minecraft:beetroot×1 + minecraft:carrot×1 + minecraft:brown_mushroom×1 + minecraft:bowl×1","NONE","neapolitan:adzuki_stew <- recipe=neapolitan:adzuki_stew;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:roasted_adzuki_beans×1 + neapolitan:roasted_adzuki_beans×1 + minecraft:beetroot×1 + minecraft:carrot×1 + minecraft:brown_mushroom×1 + minecraft:bowl×1;container=NONE -> neapolitan:roasted_adzuki_beans <- recipe=neapolitan:roasted_adzuki_beans;type=minecraft:smelting;output=1;choices=neapolitan:adzuki_beans×1;container=NONE -> neapolitan:adzuki_beans <- recipe=neapolitan:adzuki_beans_from_adzuki_crate;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:adzuki_crate×1;container=NONE -> neapolitan:adzuki_crate <- recipe=neapolitan:adzuki_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> neapolitan:roasted_adzuki_beans <- recipe=neapolitan:roasted_adzuki_beans;type=minecraft:smelting;output=1;choices=neapolitan:adzuki_beans×1;container=NONE -> neapolitan:adzuki_beans <- recipe=neapolitan:adzuki_beans_from_adzuki_crate;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:adzuki_crate×1;container=NONE -> neapolitan:adzuki_crate <- recipe=neapolitan:adzuki_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:beetroot=7(已定义) -> minecraft:carrot=4(已定义) -> minecraft:brown_mushroom=5(猜想) -> minecraft:bowl=2(猜想)","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF"
"neapolitan:banana_bread","T2","neapolitan:banana_bread","工作台（无序）","1","","","1.65","REVIEW","1","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/banana_bread.json","minecraft:wheat×1 + minecraft:sugar×1","NONE","neapolitan:banana_bread <- recipe=neapolitan:banana_bread;type=minecraft:crafting_shapeless;output=1;choices=minecraft:wheat×1 + minecraft:sugar×1;container=NONE -> minecraft:wheat=5(已定义) -> minecraft:sugar=4(已定义)","TAG_PRICE_MISSING;ALTERNATIVE_TAG_PRICE_MISSING;UNKNOWN_BUFF","TAG_PRICE_MISSING;ALTERNATIVE_TAG_PRICE_MISSING;UNKNOWN_BUFF"
"neapolitan:banana_ice_cream","T2","neapolitan:banana_ice_cream","工作台（无序）","1","","","1.65","REVIEW","1","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/banana_ice_cream.json","minecraft:sugar×1 + minecraft:bowl×1","NONE","neapolitan:banana_ice_cream <- recipe=neapolitan:banana_ice_cream;type=minecraft:crafting_shapeless;output=1;choices=minecraft:sugar×1 + minecraft:bowl×1;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:bowl=2(猜想)","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF"
"neapolitan:chocolate_bar","COMMON","neapolitan:chocolate_bar","工作台（无序）","4","","","1.15","1.35","0.95","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/chocolate_bar.json","minecraft:cocoa_beans×1 + minecraft:cocoa_beans×1 + minecraft:sugar×1","NONE","neapolitan:chocolate_bar <- recipe=neapolitan:chocolate_bar;type=minecraft:crafting_shapeless;output=4;choices=minecraft:cocoa_beans×1 + minecraft:cocoa_beans×1 + minecraft:sugar×1;container=NONE -> minecraft:cocoa_beans=8(已定义) -> minecraft:cocoa_beans=8(已定义) -> minecraft:sugar=4(已定义)","TAG_PRICE_MISSING;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","TAG_PRICE_MISSING;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST"
"neapolitan:chocolate_ice_cream","T2","neapolitan:chocolate_ice_cream","工作台（无序）","1","","","1.65","1.35","1","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/chocolate_ice_cream.json","minecraft:sugar×1 + minecraft:bowl×1","NONE","neapolitan:chocolate_ice_cream <- recipe=neapolitan:chocolate_ice_cream;type=minecraft:crafting_shapeless;output=1;choices=minecraft:sugar×1 + minecraft:bowl×1;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:bowl=2(猜想)","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"neapolitan:chocolate_spider_eye","COMMON","neapolitan:chocolate_spider_eye","工作台（无序）","2","","","1.15","REVIEW","0.95","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/chocolate_spider_eye.json","minecraft:spider_eye×1 + minecraft:spider_eye×1","NONE","neapolitan:chocolate_spider_eye <- recipe=neapolitan:chocolate_spider_eye;type=minecraft:crafting_shapeless;output=2;choices=minecraft:spider_eye×1 + minecraft:spider_eye×1;container=NONE -> minecraft:spider_eye=6(猜想) -> minecraft:spider_eye=6(猜想)","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW"
"neapolitan:chocolate_strawberries","COMMON","neapolitan:chocolate_strawberries","工作台（无序）","1","","","1.15","1.35","0.95","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/chocolate_strawberries.json","","NONE","neapolitan:chocolate_strawberries <- recipe=neapolitan:chocolate_strawberries;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE","TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST","TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST"
"neapolitan:cooked_mint_chops","COMMON","neapolitan:cooked_mint_chops","熔炉","1","","","1.15","1.35","0.95","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/cooked_mint_chops.json","neapolitan:mint_chops×1","NONE","neapolitan:cooked_mint_chops <- recipe=neapolitan:cooked_mint_chops;type=minecraft:smelting;output=1;choices=neapolitan:mint_chops×1;container=NONE -> neapolitan:mint_chops <- recipe=neapolitan:mint_chops;type=minecraft:crafting_shapeless;output=1;choices=minecraft:mutton×1 + neapolitan:mint_leaves×1;container=NONE -> minecraft:mutton=15(已定义) -> neapolitan:mint_leaves <- recipe=neapolitan:mint_leaves;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:mint_basket×1;container=NONE -> neapolitan:mint_basket <- recipe=neapolitan:mint_basket;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST"
"neapolitan:dried_banana","COMMON","neapolitan:dried_banana","熔炉","1","","","1.15","REVIEW","0.95","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/dried_banana.json","","NONE","neapolitan:dried_banana <- recipe=neapolitan:dried_banana;type=minecraft:smelting;output=1;choices=;container=NONE","TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF"
"neapolitan:dried_vanilla_pods","COMMON","neapolitan:dried_vanilla_pods","熔炉","1","","","1.15","REVIEW","0.95","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/dried_vanilla_pods.json","neapolitan:vanilla_pods×1","NONE","neapolitan:dried_vanilla_pods <- recipe=neapolitan:dried_vanilla_pods;type=minecraft:smelting;output=1;choices=neapolitan:vanilla_pods×1;container=NONE -> neapolitan:vanilla_pods <- recipe=neapolitan:vanilla_pods_from_vanilla_pod_block;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:vanilla_pod_block×1;container=NONE -> neapolitan:vanilla_pod_block <- recipe=neapolitan:vanilla_pod_block;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF"
"neapolitan:mint_candies","COMMON","neapolitan:mint_candies","工作台（无序）","1","","","1.15","1.35","0.95","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/mint_candies.json","neapolitan:mint_leaves×1 + minecraft:sugar×1 + minecraft:sugar×1","NONE","neapolitan:mint_candies <- recipe=neapolitan:mint_candies;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:mint_leaves×1 + minecraft:sugar×1 + minecraft:sugar×1;container=NONE -> neapolitan:mint_leaves <- recipe=neapolitan:mint_leaves;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:mint_basket×1;container=NONE -> neapolitan:mint_basket <- recipe=neapolitan:mint_basket;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:sugar=4(已定义)","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST"
"neapolitan:mint_chocolate","COMMON","neapolitan:mint_chocolate","工作台（无序）","1","","","1.15","1.35","0.95","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/mint_chocolate.json","neapolitan:mint_leaves×1","NONE","neapolitan:mint_chocolate <- recipe=neapolitan:mint_chocolate;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:mint_leaves×1;container=NONE -> neapolitan:mint_leaves <- recipe=neapolitan:mint_leaves;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:mint_basket×1;container=NONE -> neapolitan:mint_basket <- recipe=neapolitan:mint_basket;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING"
"neapolitan:mint_chops","COMMON","neapolitan:mint_chops","工作台（无序）","1","","","1.15","1.35","0.95","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/mint_chops.json","minecraft:mutton×1 + neapolitan:mint_leaves×1","NONE","neapolitan:mint_chops <- recipe=neapolitan:mint_chops;type=minecraft:crafting_shapeless;output=1;choices=minecraft:mutton×1 + neapolitan:mint_leaves×1;container=NONE -> minecraft:mutton=15(已定义) -> neapolitan:mint_leaves <- recipe=neapolitan:mint_leaves;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:mint_basket×1;container=NONE -> neapolitan:mint_basket <- recipe=neapolitan:mint_basket;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST"
"neapolitan:mint_ice_cream","T2","neapolitan:mint_ice_cream","工作台（无序）","1","","","1.65","1.35","1","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/mint_ice_cream.json","neapolitan:mint_leaves×1 + minecraft:sugar×1 + minecraft:bowl×1","NONE","neapolitan:mint_ice_cream <- recipe=neapolitan:mint_ice_cream;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:mint_leaves×1 + minecraft:sugar×1 + minecraft:bowl×1;container=NONE -> neapolitan:mint_leaves <- recipe=neapolitan:mint_leaves;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:mint_basket×1;container=NONE -> neapolitan:mint_basket <- recipe=neapolitan:mint_basket;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:bowl=2(猜想)","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"neapolitan:neapolitan_ice_cream","T2","neapolitan:neapolitan_ice_cream","工作台（无序）","1","","","1.65","REVIEW","1","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/neapolitan_ice_cream.json","neapolitan:dried_vanilla_pods×1 + minecraft:sugar×1 + minecraft:bowl×1","NONE","neapolitan:neapolitan_ice_cream <- recipe=neapolitan:neapolitan_ice_cream;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:dried_vanilla_pods×1 + minecraft:sugar×1 + minecraft:bowl×1;container=NONE -> neapolitan:dried_vanilla_pods <- recipe=neapolitan:dried_vanilla_pods;type=minecraft:smelting;output=1;choices=neapolitan:vanilla_pods×1;container=NONE -> neapolitan:vanilla_pods <- recipe=neapolitan:vanilla_pods_from_vanilla_pod_block;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:vanilla_pod_block×1;container=NONE -> neapolitan:vanilla_pod_block <- recipe=neapolitan:vanilla_pod_block;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:bowl=2(猜想)","TAG_PRICE_MISSING;RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","TAG_PRICE_MISSING;RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF"
"neapolitan:roasted_adzuki_beans","COMMON","neapolitan:roasted_adzuki_beans","熔炉","1","","","1.15","REVIEW","0.95","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/roasted_adzuki_beans.json","neapolitan:adzuki_beans×1","NONE","neapolitan:roasted_adzuki_beans <- recipe=neapolitan:roasted_adzuki_beans;type=minecraft:smelting;output=1;choices=neapolitan:adzuki_beans×1;container=NONE -> neapolitan:adzuki_beans <- recipe=neapolitan:adzuki_beans_from_adzuki_crate;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:adzuki_crate×1;container=NONE -> neapolitan:adzuki_crate <- recipe=neapolitan:adzuki_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF"
"neapolitan:strawberry_bean_bonbons","COMMON","neapolitan:strawberry_bean_bonbons","工作台（无序）","1","","","1.15","REVIEW","0.95","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/strawberry_bean_bonbons.json","neapolitan:roasted_adzuki_beans×1 + minecraft:sugar×1","NONE","neapolitan:strawberry_bean_bonbons <- recipe=neapolitan:strawberry_bean_bonbons;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:roasted_adzuki_beans×1 + minecraft:sugar×1;container=NONE -> neapolitan:roasted_adzuki_beans <- recipe=neapolitan:roasted_adzuki_beans;type=minecraft:smelting;output=1;choices=neapolitan:adzuki_beans×1;container=NONE -> neapolitan:adzuki_beans <- recipe=neapolitan:adzuki_beans_from_adzuki_crate;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:adzuki_crate×1;container=NONE -> neapolitan:adzuki_crate <- recipe=neapolitan:adzuki_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义)","TAG_PRICE_MISSING;RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","TAG_PRICE_MISSING;RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF"
"neapolitan:strawberry_ice_cream","T2","neapolitan:strawberry_ice_cream","工作台（无序）","1","","","1.65","1","1","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/strawberry_ice_cream.json","minecraft:sugar×1 + minecraft:bowl×1","NONE","neapolitan:strawberry_ice_cream <- recipe=neapolitan:strawberry_ice_cream;type=minecraft:crafting_shapeless;output=1;choices=minecraft:sugar×1 + minecraft:bowl×1;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:bowl=2(猜想)","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"neapolitan:strawberry_scones","T2","neapolitan:strawberry_scones","工作台（无序）","2","","","1.65","1","1","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/strawberry_scones.json","minecraft:wheat×1 + minecraft:wheat×1 + minecraft:sugar×1","NONE","neapolitan:strawberry_scones <- recipe=neapolitan:strawberry_scones;type=minecraft:crafting_shapeless;output=2;choices=minecraft:wheat×1 + minecraft:wheat×1 + minecraft:sugar×1;container=NONE -> minecraft:wheat=5(已定义) -> minecraft:wheat=5(已定义) -> minecraft:sugar=4(已定义)","TAG_PRICE_MISSING;ALTERNATIVE_TAG_PRICE_MISSING","TAG_PRICE_MISSING;ALTERNATIVE_TAG_PRICE_MISSING"
