"模组显示名","实际JAR文件","JAR版本","JAR原始来源命名空间","运行时配方ID","配方序列化类型","机器/工序","产物中文名","产物ID","数量","是否可食用","饥饿值","饱和度","效果","内容类型","分类证据","分类置信度","原料种类数","原料槽位数","稀有原料","中间产物","容器/载体","流体","烹饪时间","设备温度","UNITE状态","提供者包列表","是否为最终有效配方","建议厨师档次","建议依据","T3证据","是否需要料理完成事件适配","建议CookingDevice","设备覆盖说明","人工复审备注"
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/cocoa_fudge_from_milk","brewinandchewin:fermenting","发酵桶","Cocoa Fudge","brewinandchewin:cocoa_fudge","1","是","4","6.4","effect.minecraft.speed 800tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","3","3","否","否","","##c:milk","","2","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/dread_nog_from_egg_grog","brewinandchewin:fermenting","发酵桶","Dread Nog","brewinandchewin:dread_nog","1","是","0","0","effect.brewinandchewin.tipsy 4800tick 3级 概率1；effect.brewinandchewin.intoxication 4200tick 1级 概率1；effect.minecraft.bad_omen 72000tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","4","3","否","否","","##brewinandchewin:egg_grog","4800","1","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/egg_grog_from_milk","brewinandchewin:fermenting","发酵桶","Egg Grog","brewinandchewin:egg_grog","1","是","0","0","effect.brewinandchewin.tipsy 2400tick 1级 概率1；effect.brewinandchewin.intoxication 1800tick 1级 概率1；effect.minecraft.absorption 600tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","4","3","否","否","","##c:milk","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/flaxen_cheese_from_milk","brewinandchewin:fermenting","发酵桶","Unripe Flaxen Cheese Wheel","brewinandchewin:unripe_flaxen_cheese_wheel","1","否","","","","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","4","3","否","否","","##c:milk","","4","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","brewinandchewin","brewinandchewin:fermenting/ghast_sourdough","brewinandchewin:fermenting","发酵桶","Ghast Sourdough","mynethersdelight:ghast_sourdough","1","是","3","6","effect.minecraft.hunger 600tick 1级 概率0.30000001192092896","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","3","2","否","否","","##c:milk","9600","5","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/glittering_grenadine_from_water","brewinandchewin:fermenting","发酵桶","Glittering Grenadine","brewinandchewin:glittering_grenadine","1","是","0","0","effect.brewinandchewin.tipsy 2400tick 1级 概率1；effect.brewinandchewin.intoxication 1800tick 1级 概率1；effect.minecraft.glowing 600tick 1级 概率1；effect.minecraft.night_vision 600tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","4","3","否","否","","##c:water","","2","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/jerky","brewinandchewin:fermenting","发酵桶","Jerky","brewinandchewin:jerky","3","是","3","4.2","","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","1","3","否","否","","","","4","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/kimchi","brewinandchewin:fermenting","发酵桶","Kimchi","brewinandchewin:kimchi","2","是","2","2.4","","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","3","3","否","否","","","","4","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/kippers","brewinandchewin:fermenting","发酵桶","Kippers","brewinandchewin:kippers","2","是","6","6","","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","2","3","否","否","","","","4","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/kombucha","brewinandchewin:fermenting","发酵桶","康普茶","brewinandchewin:kombucha","1000","","","","","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","4","3","否","否","","brewinandchewin:vodka","","3","仅JAR原始（运行时未加载）","(base)","否","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态","运行时未加载（依赖/条件）"
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/mead_from_honey","brewinandchewin:fermenting","发酵桶","Mead","brewinandchewin:mead","1","是","0","0","effect.brewinandchewin.tipsy 2400tick 1级 概率1；effect.brewinandchewin.intoxication 1800tick 1级 概率1；effect.brewinandchewin.sweet_heart 2400tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","4","3","否","否","","##c:honey","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/pale_jane_from_rice_wine","brewinandchewin:fermenting","发酵桶","Pale Jane","brewinandchewin:pale_jane","1","是","0","0","effect.brewinandchewin.tipsy 3600tick 1级 概率1；effect.brewinandchewin.intoxication 3000tick 1级 概率1；effect.farmersdelight.nourishment 2400tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","5","4","否","否","","##brewinandchewin:rice_wine","4800","4","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/pickled_pickles_from_honey","brewinandchewin:fermenting","发酵桶","Pickled Pickles","brewinandchewin:pickled_pickles","2","是","4","2.4","","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","3","3","否","否","","##c:honey","","2","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/red_rum_from_bloody_mary","brewinandchewin:fermenting","发酵桶","Red Rum","brewinandchewin:red_rum","1","是","0","0","effect.brewinandchewin.tipsy 2400tick 3级 概率1；effect.brewinandchewin.intoxication 1800tick 1级 概率1；effect.brewinandchewin.raging 2400tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","5","4","否","否","","##brewinandchewin:bloody_mary","4800","5","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/rice_wine_from_water","brewinandchewin:fermenting","发酵桶","Rice Wine","brewinandchewin:rice_wine","1","是","0","0","effect.brewinandchewin.tipsy 2400tick 1级 概率1；effect.brewinandchewin.intoxication 1800tick 1级 概率1；effect.farmersdelight.nourishment 1200tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","3","2","否","否","","##c:water","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/saccharine_rum_from_mead","brewinandchewin:fermenting","发酵桶","Saccharine Rum","brewinandchewin:saccharine_rum","1","是","0","0","effect.brewinandchewin.tipsy 3600tick 2级 概率1；effect.brewinandchewin.intoxication 2400tick 1级 概率1；effect.brewinandchewin.sweet_heart 3600tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","4","3","否","否","","##brewinandchewin:mead","4800","4","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/salty_folly_from_vodka","brewinandchewin:fermenting","发酵桶","Salty Folly","brewinandchewin:salty_folly","1","是","0","0","effect.brewinandchewin.tipsy 3600tick 2级 概率1；effect.brewinandchewin.intoxication 3000tick 1级 概率1；effect.minecraft.water_breathing 1800tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","4","3","否","否","","##brewinandchewin:vodka","4800","2","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/scarlet_cheese_from_milk","brewinandchewin:fermenting","发酵桶","Unripe Scarlet Cheese Wheel","brewinandchewin:unripe_scarlet_cheese_wheel","1","否","","","","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","4","3","否","否","","##c:milk","","5","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/steel_toe_stout_from_strongroot_ale","brewinandchewin:fermenting","发酵桶","Steel-Toe Stout","brewinandchewin:steel_toe_stout","1","是","0","0","effect.brewinandchewin.tipsy 2400tick 3级 概率1；effect.brewinandchewin.intoxication 1800tick 1级 概率1；effect.minecraft.resistance 1200tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","5","4","否","否","","##brewinandchewin:strongroot_ale","4800","1","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/strongroot_ale_from_beer","brewinandchewin:fermenting","发酵桶","Strongroot Ale","brewinandchewin:strongroot_ale","1","是","0","0","effect.brewinandchewin.tipsy 2400tick 2级 概率1；effect.brewinandchewin.intoxication 1800tick 1级 概率1；effect.minecraft.resistance 600tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","5","4","否","否","","##brewinandchewin:beer","4800","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/vodka_from_water","brewinandchewin:fermenting","发酵桶","Vodka","brewinandchewin:vodka","1","是","0","0","effect.brewinandchewin.tipsy 3600tick 1级 概率1；effect.brewinandchewin.intoxication 3000tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","4","3","否","否","","##c:water","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/withering_dross_from_salty_folly","brewinandchewin:fermenting","发酵桶","Withering Dross","brewinandchewin:withering_dross","1","是","0","0","effect.brewinandchewin.tipsy 3600tick 3级 概率1；effect.brewinandchewin.intoxication 3000tick 1级 概率1；effect.minecraft.blindness 200tick 1级 概率1；effect.minecraft.weakness 3000tick 1级 概率1；effect.minecraft.slowness 3000tick 1级 概率1；effect.minecraft.wither 1200tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","5","4","否","否","","##brewinandchewin:salty_folly","","5","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:flaxen_cheese_wheel_from_wedges","minecraft:crafting_shaped","工作台（有序）","Flaxen Cheese Wheel","brewinandchewin:flaxen_cheese_wheel","1","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:ham_and_cheese_sandwich","minecraft:crafting_shapeless","工作台（无序）","Ham and Cheese Sandwich","brewinandchewin:ham_and_cheese_sandwich","2","是","9","18","","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","3","4","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:heating_cask","minecraft:crafting_shaped","工作台（有序）","Heating Cask","brewinandchewin:heating_cask","1","否","","","","NON_FOOD","not_edible","MEDIUM","5","5","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:ice_crate","minecraft:crafting_shaped","工作台（有序）","Ice Crate","brewinandchewin:ice_crate","1","否","","","","NON_FOOD","decor_or_storage_token","HIGH","4","4","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:item_coaster","minecraft:crafting_shaped","工作台（有序）","Coaster","brewinandchewin:coaster","4","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:keg","minecraft:crafting_shaped","工作台（有序）","Keg","brewinandchewin:keg","1","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","3","3","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:pizza","minecraft:crafting_shaped","工作台（有序）","Pizza","brewinandchewin:pizza","1","否","","","","SERVING_DISH","manual_override;PizzaBlock.SERVINGS+useWithoutItem；无FOOD","HIGH","4","4","否","否","","","","","无","(base)","是","不进入厨师","PizzaBlock.SERVINGS+useWithoutItem；无FOOD","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；整盘料理（防双算待设计）；javap:PizzaBlock"
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:pizza_from_slices","minecraft:crafting_shaped","工作台（有序）","Pizza","brewinandchewin:pizza","1","否","","","","SERVING_DISH","manual_override;PizzaBlock.SERVINGS+useWithoutItem；无FOOD","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","PizzaBlock.SERVINGS+useWithoutItem；无FOOD","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；整盘料理（防双算待设计）；javap:PizzaBlock"
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:pouring/beer","brewinandchewin:keg_pouring","木桶倾倒","Beer","brewinandchewin:beer","1","是","0","0","effect.brewinandchewin.tipsy 2400tick 1级 概率1；effect.brewinandchewin.intoxication 1800tick 1级 概率1","DRINK","recipe_type=brewinandchewin:keg_pouring","HIGH","1","1","否","否","","brewinandchewin:beer","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG_POUR（建议）","装瓶；若做酒保",""
