"targetItemId","recipeId","sourceJar","sourceRecipePath","风险类型","风险对象","证据","建议动作","状态"
"mynethersdelight:spicy_skewer","mynethersdelight:crafting/spicy_skewer","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/spicy_skewer.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:spicy_skewer","mynethersdelight:spicy_skewer <- recipe=mynethersdelight:crafting/spicy_skewer;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:bullet_pepper×1 + minecraft:blaze_rod×1 + mynethersdelight:bullet_pepper×1;container=NONE -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> minecraft:blaze_rod=45(猜想) -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:strider_stew","mynethersdelight:cooking/strider_stew","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/strider_stew.json","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:strider_stew","mynethersdelight:strider_stew <- recipe=mynethersdelight:cooking/strider_stew;type=farmersdelight:cooking;output=1;choices=minecraft:crimson_fungus×1 + minecraft:brown_mushroom×1 + farmersdelight:straw×1;container=NONE -> minecraft:crimson_fungus=8(猜想) -> minecraft:brown_mushroom=5(猜想) -> farmersdelight:straw=2(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:strider_with_grilled_fungus","mynethersdelight:cooking/strider_and_grilled_fungus","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/strider_and_grilled_fungus.json","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:strider_with_grilled_fungus","mynethersdelight:strider_with_grilled_fungus <- recipe=mynethersdelight:cooking/strider_and_grilled_fungus;type=farmersdelight:cooking;output=1;choices=minecraft:crimson_fungus×1 + minecraft:warped_fungus×1 + minecraft:brown_mushroom×1;container=NONE -> minecraft:crimson_fungus=8(猜想) -> minecraft:warped_fungus=8(猜想) -> minecraft:brown_mushroom=5(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:stuffed_pepper","mynethersdelight:crafting/stuffed_pepper","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/stuffed_pepper.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:stuffed_pepper","mynethersdelight:stuffed_pepper <- recipe=mynethersdelight:crafting/stuffed_pepper;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:bullet_pepper×1 + #c:foods/cooked_pork×1 + #c:drinks/milk×1;container=NONE -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> #c:foods/cooked_pork=17(猜想) -> #c:drinks/milk=6(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:tear_popsicle","mynethersdelight:crafting/tear_popsicle","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/tear_popsicle.json","PROVISIONAL_PRICE_ANCHOR;猜想锚点:minecraft:ice=8(猜想)|minecraft:ghast_tear=40(猜想)","mynethersdelight:tear_popsicle","mynethersdelight:tear_popsicle <- recipe=mynethersdelight:crafting/tear_popsicle;type=minecraft:crafting_shaped;output=1;choices=minecraft:ice×5 + minecraft:ghast_tear×1 + minecraft:stick×1;container=NONE -> minecraft:ice=8(猜想) -> minecraft:ghast_tear=40(猜想) -> minecraft:stick <- recipe=mynethersdelight:cutting/stick_bamboo;type=farmersdelight:cutting;output=1;choices=minecraft:bamboo×1;container=NONE -> minecraft:bamboo=2(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:toasts","mynethersdelight:toast_cooking","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/toast_cooking.json","PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","mynethersdelight:toasts","mynethersdelight:toasts <- recipe=mynethersdelight:toast_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:slices_of_bread×1;container=NONE -> mynethersdelight:slices_of_bread <- recipe=mynethersdelight:cutting/slices_of_bread;type=farmersdelight:cutting;output=5;choices=mynethersdelight:bread_loaf×1;container=NONE -> mynethersdelight:bread_loaf <- recipe=mynethersdelight:bread_loaf_from_smelting;type=minecraft:smelting;output=1;choices=mynethersdelight:ghast_sourdough×1;container=NONE -> mynethersdelight:ghast_sourdough <- recipe=brewinandchewin:fermenting/ghast_sourdough;type=brewinandchewin:fermenting;output=1;choices=mynethersdelight:ghast_dough×1 + mynethersdelight:ghasmati×1;container=NONE -> mynethersdelight:ghast_dough <- recipe=mynethersdelight:crafting/ghast_dough;type=minecraft:crafting_shapeless;output=2;choices=#c:eggs×1 + mynethersdelight:ghasmati×1 + mynethersdelight:ghasmati×1 + #c:eggs×1;container=NONE -> #c:eggs=5(已定义) -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> #c:eggs=5(已定义) -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:twisted_ghasta","mynethersdelight:cooking/twisted_ghasta","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/twisted_ghasta.json","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:twisted_ghasta","mynethersdelight:twisted_ghasta <- recipe=mynethersdelight:cooking/twisted_ghasta;type=farmersdelight:cooking;output=1;choices=minecraft:warped_fungus×1 + minecraft:warped_fungus×1;container=NONE -> minecraft:warped_fungus=8(猜想) -> minecraft:warped_fungus=8(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:adzuki_bun","neapolitan:adzuki_bun","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/adzuki_bun.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;UNKNOWN_BUFF","neapolitan:adzuki_bun","neapolitan:adzuki_bun <- recipe=neapolitan:adzuki_bun;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:roasted_adzuki_beans×1 + minecraft:wheat×1;container=NONE -> neapolitan:roasted_adzuki_beans <- recipe=neapolitan:roasted_adzuki_beans;type=minecraft:smelting;output=1;choices=neapolitan:adzuki_beans×1;container=NONE -> neapolitan:adzuki_beans <- recipe=neapolitan:adzuki_beans_from_adzuki_crate;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:adzuki_crate×1;container=NONE -> neapolitan:adzuki_crate <- recipe=neapolitan:adzuki_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:wheat=5(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:adzuki_curry","neapolitan:adzuki_curry","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/adzuki_curry.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","neapolitan:adzuki_curry","neapolitan:adzuki_curry <- recipe=neapolitan:adzuki_curry;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:roasted_adzuki_beans×1 + neapolitan:dried_banana×1 + minecraft:carrot×1 + minecraft:bowl×1;container=NONE -> neapolitan:roasted_adzuki_beans <- recipe=neapolitan:roasted_adzuki_beans;type=minecraft:smelting;output=1;choices=neapolitan:adzuki_beans×1;container=NONE -> neapolitan:adzuki_beans <- recipe=neapolitan:adzuki_beans_from_adzuki_crate;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:adzuki_crate×1;container=NONE -> neapolitan:adzuki_crate <- recipe=neapolitan:adzuki_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> neapolitan:dried_banana <- recipe=neapolitan:dried_banana;type=minecraft:smelting;output=1;choices=;container=NONE -> minecraft:carrot=4(已定义) -> minecraft:bowl=2(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:adzuki_ice_cream","neapolitan:adzuki_ice_cream","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/adzuki_ice_cream.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","neapolitan:adzuki_ice_cream","neapolitan:adzuki_ice_cream <- recipe=neapolitan:adzuki_ice_cream;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:roasted_adzuki_beans×1 + minecraft:sugar×1 + minecraft:bowl×1;container=NONE -> neapolitan:roasted_adzuki_beans <- recipe=neapolitan:roasted_adzuki_beans;type=minecraft:smelting;output=1;choices=neapolitan:adzuki_beans×1;container=NONE -> neapolitan:adzuki_beans <- recipe=neapolitan:adzuki_beans_from_adzuki_crate;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:adzuki_crate×1;container=NONE -> neapolitan:adzuki_crate <- recipe=neapolitan:adzuki_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:bowl=2(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:adzuki_stew","neapolitan:adzuki_stew","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/adzuki_stew.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","neapolitan:adzuki_stew","neapolitan:adzuki_stew <- recipe=neapolitan:adzuki_stew;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:roasted_adzuki_beans×1 + neapolitan:roasted_adzuki_beans×1 + minecraft:beetroot×1 + minecraft:carrot×1 + minecraft:brown_mushroom×1 + minecraft:bowl×1;container=NONE -> neapolitan:roasted_adzuki_beans <- recipe=neapolitan:roasted_adzuki_beans;type=minecraft:smelting;output=1;choices=neapolitan:adzuki_beans×1;container=NONE -> neapolitan:adzuki_beans <- recipe=neapolitan:adzuki_beans_from_adzuki_crate;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:adzuki_crate×1;container=NONE -> neapolitan:adzuki_crate <- recipe=neapolitan:adzuki_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> neapolitan:roasted_adzuki_beans <- recipe=neapolitan:roasted_adzuki_beans;type=minecraft:smelting;output=1;choices=neapolitan:adzuki_beans×1;container=NONE -> neapolitan:adzuki_beans <- recipe=neapolitan:adzuki_beans_from_adzuki_crate;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:adzuki_crate×1;container=NONE -> neapolitan:adzuki_crate <- recipe=neapolitan:adzuki_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:beetroot=7(已定义) -> minecraft:carrot=4(已定义) -> minecraft:brown_mushroom=5(猜想) -> minecraft:bowl=2(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:banana_bread","neapolitan:banana_bread","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/banana_bread.json","TAG_PRICE_MISSING;ALTERNATIVE_TAG_PRICE_MISSING;UNKNOWN_BUFF","neapolitan:banana_bread","neapolitan:banana_bread <- recipe=neapolitan:banana_bread;type=minecraft:crafting_shapeless;output=1;choices=minecraft:wheat×1 + minecraft:sugar×1;container=NONE -> minecraft:wheat=5(已定义) -> minecraft:sugar=4(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:banana_ice_cream","neapolitan:banana_ice_cream","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/banana_ice_cream.json","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","neapolitan:banana_ice_cream","neapolitan:banana_ice_cream <- recipe=neapolitan:banana_ice_cream;type=minecraft:crafting_shapeless;output=1;choices=minecraft:sugar×1 + minecraft:bowl×1;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:bowl=2(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:chocolate_bar","neapolitan:chocolate_bar","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/chocolate_bar.json","TAG_PRICE_MISSING;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","neapolitan:chocolate_bar","neapolitan:chocolate_bar <- recipe=neapolitan:chocolate_bar;type=minecraft:crafting_shapeless;output=4;choices=minecraft:cocoa_beans×1 + minecraft:cocoa_beans×1 + minecraft:sugar×1;container=NONE -> minecraft:cocoa_beans=8(已定义) -> minecraft:cocoa_beans=8(已定义) -> minecraft:sugar=4(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:chocolate_ice_cream","neapolitan:chocolate_ice_cream","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/chocolate_ice_cream.json","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","neapolitan:chocolate_ice_cream","neapolitan:chocolate_ice_cream <- recipe=neapolitan:chocolate_ice_cream;type=minecraft:crafting_shapeless;output=1;choices=minecraft:sugar×1 + minecraft:bowl×1;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:bowl=2(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:chocolate_spider_eye","neapolitan:chocolate_spider_eye","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/chocolate_spider_eye.json","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","neapolitan:chocolate_spider_eye","neapolitan:chocolate_spider_eye <- recipe=neapolitan:chocolate_spider_eye;type=minecraft:crafting_shapeless;output=2;choices=minecraft:spider_eye×1 + minecraft:spider_eye×1;container=NONE -> minecraft:spider_eye=6(猜想) -> minecraft:spider_eye=6(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:chocolate_strawberries","neapolitan:chocolate_strawberries","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/chocolate_strawberries.json","TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST","neapolitan:chocolate_strawberries","neapolitan:chocolate_strawberries <- recipe=neapolitan:chocolate_strawberries;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:cooked_mint_chops","neapolitan:cooked_mint_chops","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/cooked_mint_chops.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","neapolitan:cooked_mint_chops","neapolitan:cooked_mint_chops <- recipe=neapolitan:cooked_mint_chops;type=minecraft:smelting;output=1;choices=neapolitan:mint_chops×1;container=NONE -> neapolitan:mint_chops <- recipe=neapolitan:mint_chops;type=minecraft:crafting_shapeless;output=1;choices=minecraft:mutton×1 + neapolitan:mint_leaves×1;container=NONE -> minecraft:mutton=15(已定义) -> neapolitan:mint_leaves <- recipe=neapolitan:mint_leaves;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:mint_basket×1;container=NONE -> neapolitan:mint_basket <- recipe=neapolitan:mint_basket;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:dried_banana","neapolitan:dried_banana","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/dried_banana.json","TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","neapolitan:dried_banana","neapolitan:dried_banana <- recipe=neapolitan:dried_banana;type=minecraft:smelting;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:dried_vanilla_pods","neapolitan:dried_vanilla_pods","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/dried_vanilla_pods.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","neapolitan:dried_vanilla_pods","neapolitan:dried_vanilla_pods <- recipe=neapolitan:dried_vanilla_pods;type=minecraft:smelting;output=1;choices=neapolitan:vanilla_pods×1;container=NONE -> neapolitan:vanilla_pods <- recipe=neapolitan:vanilla_pods_from_vanilla_pod_block;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:vanilla_pod_block×1;container=NONE -> neapolitan:vanilla_pod_block <- recipe=neapolitan:vanilla_pod_block;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:mint_candies","neapolitan:mint_candies","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/mint_candies.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","neapolitan:mint_candies","neapolitan:mint_candies <- recipe=neapolitan:mint_candies;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:mint_leaves×1 + minecraft:sugar×1 + minecraft:sugar×1;container=NONE -> neapolitan:mint_leaves <- recipe=neapolitan:mint_leaves;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:mint_basket×1;container=NONE -> neapolitan:mint_basket <- recipe=neapolitan:mint_basket;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:sugar=4(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"neapolitan:mint_chocolate","neapolitan:mint_chocolate","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/mint_chocolate.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING","neapolitan:mint_chocolate","neapolitan:mint_chocolate <- recipe=neapolitan:mint_chocolate;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:mint_leaves×1;container=NONE -> neapolitan:mint_leaves <- recipe=neapolitan:mint_leaves;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:mint_basket×1;container=NONE -> neapolitan:mint_basket <- recipe=neapolitan:mint_basket;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
