"来源模组","配方 ID","配方中文译名（主产物）","配方序列化类型","合成机器/工序","产物中文名","产物 ID","产物数量","是否可食用","饥饿值","饱食度","食用效果/BUFF","经验值","烹饪时间(tick)","原料概览","备注"
"kaleidoscope_cookery","kaleidoscope_cookery:table_birch","白桦木餐桌","minecraft:crafting_shaped","工作台（有序合成）","白桦木餐桌","kaleidoscope_cookery:table_birch","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:stockpot/zongzi_count_8","熟粽子","kaleidoscope_cookery:stockpot","万花筒汤锅","熟粽子","kaleidoscope_cookery:zongzi","8","是","8","10","生命恢复 400tick 1级 概率1","","","原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>",""
"kaleidoscope_cookery","kaleidoscope_cookery:stockpot/zongzi_count_9","熟粽子","kaleidoscope_cookery:stockpot","万花筒汤锅","熟粽子","kaleidoscope_cookery:zongzi","9","是","8","10","生命恢复 400tick 1级 概率1","","","原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>",""
"kaleidoscope_cookery","kaleidoscope_cookery:stockpot/zongzi_count_6","熟粽子","kaleidoscope_cookery:stockpot","万花筒汤锅","熟粽子","kaleidoscope_cookery:zongzi","6","是","8","10","生命恢复 400tick 1级 概率1","","","原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>",""
"kaleidoscope_cookery","kaleidoscope_cookery:stockpot/zongzi_count_7","熟粽子","kaleidoscope_cookery:stockpot","万花筒汤锅","熟粽子","kaleidoscope_cookery:zongzi","7","是","8","10","生命恢复 400tick 1级 概率1","","","原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>；原料：生粽子 <kaleidoscope_cookery:raw_zongzi>",""
"kaleidoscope_cookery","kaleidoscope_cookery:stockpot/pufferfish_soup","河豚汤","kaleidoscope_cookery:stockpot","万花筒汤锅","河豚汤","kaleidoscope_cookery:pufferfish_soup","1","是","4","0","芥末 12000tick 1级 概率1","","","原料：河豚 <minecraft:pufferfish>；原料：河豚 <minecraft:pufferfish>；原料：#c:crops/lettuce；原料：#c:crops/lettuce；原料：#c:crops/lettuce",""
"kaleidoscope_cookery","kaleidoscope_cookery:flex_stockpot/pork_bone_soup","大骨汤","kaleidoscope_cookery:flex_stockpot","自定义工序（kaleidoscope_cookery:flex_stockpot）","大骨汤","kaleidoscope_cookery:pork_bone_soup","1","是","6","8.004","活力 6000tick 1级 概率1","","","原料：骨头 <minecraft:bone>",""
"spawn","spawn:pigment_shifter","色彩变换器","minecraft:crafting_shaped","工作台（有序合成）","色彩变换器","spawn:pigment_shifter","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:watermelon_platter","西瓜拼盘","minecraft:crafting_shapeless","工作台（无序合成）","西瓜拼盘","kaleidoscope_cookery:watermelon_platter","1","否","","","","","","原料：西瓜片 <minecraft:melon_slice>；原料：西瓜片 <minecraft:melon_slice>；原料：西瓜片 <minecraft:melon_slice>；原料：碗 <minecraft:bowl>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/donkey_burger","驴肉火烧","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","驴肉火烧","kaleidoscope_cookery:donkey_burger","1","是","12","19.2","饱腹代偿 900tick 1级 概率1","","","原料：#c:crops/chilipepper；原料：#c:crops/chilipepper；原料：#c:dough；原料：#c:dough；原料：生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>；原料：生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>",""
"spawn","spawn:rotten_boat","腐木船","minecraft:crafting_shaped","工作台（有序合成）","腐木船","spawn:rotten_boat","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:cold_style_sashimi","寒带风味刺身","minecraft:crafting_shapeless","工作台（无序合成）","寒带风味刺身","kaleidoscope_cookery:cold_style_sashimi","1","是","16","6","芥末 6000tick 1级 概率1","","","原料：雪球 <minecraft:snowball>；原料：雪球 <minecraft:snowball>；原料：雪球 <minecraft:snowball>；原料：刺身 <kaleidoscope_cookery:sashimi>；原料：刺身 <kaleidoscope_cookery:sashimi>；原料：刺身 <kaleidoscope_cookery:sashimi>；原料：刺身 <kaleidoscope_cookery:sashimi>；原料：碗 <minecraft:bowl>",""
"kaleidoscope_cookery","kaleidoscope_cookery:table_crimson","绯红木餐桌","minecraft:crafting_shaped","工作台（有序合成）","绯红木餐桌","kaleidoscope_cookery:table_crimson","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"farmersdelight","farmersdelight:salvaging/bamboo_chest_raft","竹筏","farmersdelight:cutting","切菜板","竹筏","minecraft:bamboo_raft","1","否","","","","","","原料：运输竹筏 <minecraft:bamboo_chest_raft>；工具：{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}；工具：#minecraft:hoes",""
"spawn","spawn:salvaging/rotten_chest_boat","腐木船","farmersdelight:cutting","切菜板","腐木船","spawn:rotten_boat","1","否","","","","","","原料：腐木运输船 <spawn:rotten_chest_boat>；工具：{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}；工具：#minecraft:hoes",""
"farmersdelight","farmersdelight:cutting/warped_hyphae","去皮诡异菌核","farmersdelight:cutting","切菜板","去皮诡异菌核","minecraft:stripped_warped_hyphae","1","否","","","","","","原料：诡异菌核 <minecraft:warped_hyphae>；工具：{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}；工具：#minecraft:axes",""
"spawn","spawn:cooked_tuna_chunk","熟金枪鱼块","minecraft:smelting","熔炉","熟金枪鱼块","spawn:cooked_tuna_chunk","1","是","6","9.6","","0.35","200","原料：金枪鱼块 <spawn:tuna_chunk>",""
"ordertocook","ordertocook:countertop","操作台","minecraft:crafting_shaped","工作台（有序合成）","操作台","ordertocook:countertop","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"spawn","spawn:reefstone_tiles","礁石瓦","minecraft:crafting_shaped","工作台（有序合成）","礁石瓦","spawn:reefstone_tiles","4","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"spawn","spawn:mucus_block","粘痕块","minecraft:crafting_shaped","工作台（有序合成）","粘痕块","spawn:mucus_block","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"farmersdelight","farmersdelight:cooked_mutton_chops_from_smoking","屏障","minecraft:crafting_shapeless","工作台（无序合成）","屏障","minecraft:barrier","1","否","","","","","","原料：生羊排 <farmersdelight:mutton_chops>",""
"spawn","spawn:salvaging/date_chest_raft","椰枣木筏","farmersdelight:cutting","切菜板","椰枣木筏","spawn:date_raft","1","否","","","","","","原料：运输椰枣木筏 <spawn:date_chest_raft>；工具：{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}；工具：#minecraft:hoes",""
"kaleidoscope_cookery","kaleidoscope_cookery:millstone/rice_from_rice_panicle","稻米","kaleidoscope_cookery:millstone","自定义工序（kaleidoscope_cookery:millstone）","稻米","kaleidoscope_cookery:rice","3","否","","","","","","原料：稻穗 <kaleidoscope_cookery:rice_panicle>",""
"kaleidoscope_cookery","kaleidoscope_cookery:strung_mushrooms","蘑菇串串","minecraft:crafting_shaped","工作台（有序合成）","蘑菇串串","kaleidoscope_cookery:strung_mushrooms","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"farmersdelight","farmersdelight:full_tatami_mat","长榻榻米垫","minecraft:crafting_shapeless","工作台（无序合成）","长榻榻米垫","farmersdelight:full_tatami_mat","2","否","","","","","","原料：榻榻米方块 <farmersdelight:tatami>",""
"farmersdelight","farmersdelight:rope","绳子","minecraft:crafting_shaped","工作台（有序合成）","绳子","farmersdelight:rope","4","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:stockpot/fearsome_thick_soup","恐惧浓汤","kaleidoscope_cookery:stockpot","万花筒汤锅","恐惧浓汤","kaleidoscope_cookery:fearsome_thick_soup","1","是","4","0","硫磺 9600tick 1级 概率1","","","原料：腐肉 <minecraft:rotten_flesh>；原料：腐肉 <minecraft:rotten_flesh>；原料：腐肉 <minecraft:rotten_flesh>；原料：腐肉 <minecraft:rotten_flesh>；原料：幽匿块 <minecraft:sculk>；原料：幽匿块 <minecraft:sculk>；原料：幽匿块 <minecraft:sculk>；原料：幽匿块 <minecraft:sculk>；原料：幽匿块 <minecraft:sculk>",""
"farmersdelight","farmersdelight:salvaging/dark_oak_furniture","深色橡木木板","farmersdelight:cutting","切菜板","深色橡木木板","minecraft:dark_oak_planks","1","否","","","","","","原料：{""type"":""neoforge:compound"",""children"":[{""item"":""minecraft:dark_oak_door""},{""item"":""minecraft:dark_oak_trapdoor""},{""item"":""minecraft:dark_oak_sign""},{""item"":""minecraft:dark_oak_hanging_sign""},{""item"":""minecraft:dark_oak_fence""},{""item"":""minecraft:dark_oak_fence_gate""},{""item"":""minecraft:dark_oak_pressure_plate""},{""item"":""minecraft:dark_oak_button""},{""item"":""minecraft:dark_oak_boat""},{""item"":""farmersdelight:dark_oak_cabinet""}]}；工具：{""type"":""farmersdelight:item_ability"",""action"":""axe_dig""}；工具：#minecraft:axes",""
"spawn","spawn:shell_fragments","贝壳碎片","minecraft:crafting_shapeless","工作台（无序合成）","贝壳碎片","spawn:shell_fragments","2","否","","","","","","原料：蚌 <spawn:clam>",""
"spawn","spawn:rotten_planks","腐木木板","minecraft:crafting_shapeless","工作台（无序合成）","腐木木板","spawn:rotten_planks","4","否","","","","","","原料：#spawn:rotten_logs",""
"kaleidoscope_cookery","kaleidoscope_cookery:end_style_sashimi","末地风味刺身","minecraft:crafting_shapeless","工作台（无序合成）","末地风味刺身","kaleidoscope_cookery:end_style_sashimi","1","是","16","6","芥末 6000tick 1级 概率1","","","原料：紫颂果 <minecraft:chorus_fruit>；原料：紫颂果 <minecraft:chorus_fruit>；原料：紫颂果 <minecraft:chorus_fruit>；原料：刺身 <kaleidoscope_cookery:sashimi>；原料：刺身 <kaleidoscope_cookery:sashimi>；原料：刺身 <kaleidoscope_cookery:sashimi>；原料：刺身 <kaleidoscope_cookery:sashimi>；原料：碗 <minecraft:bowl>",""
"kaleidoscope_cookery","kaleidoscope_cookery:flex_stockpot/red_mushroom_pot_soup","红蘑菇瓦罐汤","kaleidoscope_cookery:flex_stockpot","自定义工序（kaleidoscope_cookery:flex_stockpot）","红蘑菇瓦罐汤","kaleidoscope_cookery:red_mushroom_pot_soup","1","是","18","24.012","温暖 6000tick 1级 概率1","","","原料：红色蘑菇 <minecraft:red_mushroom>；容器/载体：花盆 <minecraft:flower_pot>",""
"farmersdelight","farmersdelight:iron_nugget_from_smelting_knife","铁粒","minecraft:smelting","熔炉","铁粒","minecraft:iron_nugget","1","否","","","","0.1","200","原料：铁刀 <farmersdelight:iron_knife>",""
"kaleidoscope_cookery","kaleidoscope_cookery:millstone/quartz_from_quartz_pillar","下界石英","kaleidoscope_cookery:millstone","自定义工序（kaleidoscope_cookery:millstone）","下界石英","minecraft:quartz","3","否","","","","","","原料：石英柱 <minecraft:quartz_pillar>",""
"spawn","spawn:cutting/bluefish","扁鲹片","farmersdelight:cutting","切菜板","扁鲹片","spawn:bluefish_slice","2","是","1","0.2","","","","原料：扁鲹 <spawn:bluefish>；工具：#c:tools/knife",""
"kaleidoscope_cookery","kaleidoscope_cookery:recipe_item","Recipe","minecraft:crafting_shaped","工作台（有序合成）","Recipe","kaleidoscope_cookery:recipe_item","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/kelp_to_dried_kelp_3","干海带","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","干海带","minecraft:dried_kelp","3","是","1","0.6","","","","原料：海带 <minecraft:kelp>；原料：海带 <minecraft:kelp>；原料：海带 <minecraft:kelp>",""
"farmersdelight","farmersdelight:bacon_sandwich","培根三明治","minecraft:crafting_shapeless","工作台（无序合成）","培根三明治","farmersdelight:bacon_sandwich","1","是","10","16","","","","原料：#c:foods/bread；原料：#c:foods/cooked_bacon；原料：#c:foods/leafy_green；原料：#c:crops/tomato",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/kelp_to_dried_kelp_4","干海带","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","干海带","minecraft:dried_kelp","4","是","1","0.6","","","","原料：海带 <minecraft:kelp>；原料：海带 <minecraft:kelp>；原料：海带 <minecraft:kelp>；原料：海带 <minecraft:kelp>",""
